#chrom	chromStart	chromEnd	name	strand	geneName
chr1	108876981	108909748	ENST00000675776.1	+	GPSM2
chr1	108876981	108930382	ENST00000645164.2	+	GPSM2
chr1	108876984	108934545	ENST00000264126.9	+	GPSM2
chr1	108876987	108929811	ENST00000676404.1	+	GPSM2
chr1	108876992	108930239	ENST00000674914.1	+	GPSM2
chr1	108876992	108931617	ENST00000674731.1	+	GPSM2
chr1	108877002	108897086	ENST00000643094.1	+	GPSM2
chr1	108877002	108930377	ENST00000674700.1	+	GPSM2
chr1	108877134	108930711	ENST00000675086.1	+	GPSM2
chr1	108877145	108930377	ENST00000676184.1	+	GPSM2
chr1	108877158	108915188	ENST00000675617.1	+	GPSM2
chr1	108877158	108930367	ENST00000675087.1	+	GPSM2
chr1	108877255	108897032	ENST00000435475.5	+	GPSM2
chr1	108884820	108930377	ENST00000446797.2	+	GPSM2
chr1	108885474	108891064	ENST00000674663.1	+	GPSM2
chr1	108897535	108904225	ENST00000645255.1	+	GPSM2
chr1	108901903	108926890	ENST00000643643.1	+	GPSM2
chr1	108903169	108909981	ENST00000643921.1	+	GPSM2
chr1	108903287	108930377	ENST00000675740.1	+	GPSM2
chr1	108927360	108963476	ENST00000675018.1	-	CLCC1
chr1	108927472	108963484	ENST00000369968.7	-	CLCC1
chr1	108927704	108963504	ENST00000674992.1	-	CLCC1
chr1	108927718	108963450	ENST00000675001.1	-	CLCC1
chr1	108929504	108963484	ENST00000369969.7	-	CLCC1
chr1	108929507	108963457	ENST00000356970.6	-	CLCC1
chr1	108929938	108943527	ENST00000473062.1	-	CLCC1
chr1	108929938	108963450	ENST00000369976.5	-	CLCC1
chr1	108929979	108943882	ENST00000482889.1	-	CLCC1
chr1	108931822	108963504	ENST00000675128.1	-	CLCC1
chr1	108931827	108963475	ENST00000675571.1	-	CLCC1
chr1	108931828	108963504	ENST00000675650.1	-	CLCC1
chr1	108931985	108963504	ENST00000369970.8	-	CLCC1
chr1	108932013	108951926	ENST00000675451.1	-	CLCC1
chr1	108932013	108962822	ENST00000674561.1	-	CLCC1
chr1	108932014	108963504	ENST00000675654.1	-	CLCC1
chr1	108932019	108963419	ENST00000675790.1	-	CLCC1
chr1	108932021	108963450	ENST00000675584.1	-	CLCC1
chr1	108932105	108963467	ENST00000676392.1	-	CLCC1
chr1	108932311	108963413	ENST00000676454.1	-	CLCC1
chr1	108932336	108963425	ENST00000674849.1	-	CLCC1
chr1	108932344	108963427	ENST00000675956.1	-	CLCC1
chr1	108932391	108963453	ENST00000302500.5	-	CLCC1
chr1	108932498	108963484	ENST00000675508.1	-	CLCC1
chr1	108933832	108963453	ENST00000676306.1	-	CLCC1
chr1	108934626	108947702	ENST00000675247.1	-	CLCC1
chr1	108934657	108950448	ENST00000348264.6	-	CLCC1
chr1	108939740	108949893	ENST00000676391.1	-	CLCC1
chr1	108944032	108963480	ENST00000674527.1	-	CLCC1
chr1	108944056	108963467	ENST00000676059.1	-	CLCC1
chr1	108970213	109041986	ENST00000400794.7	-	WDR47
chr1	108970213	109042075	ENST00000361054.7	-	WDR47
chr1	108970213	109042102	ENST00000369962.8	-	WDR47
chr1	108970213	109042113	ENST00000369965.8	-	WDR47
chr1	108970217	109042102	ENST00000357672.7	-	WDR47
chr1	108986962	108987245	ENST00000439282.1	-	BX679664.2
chr1	108992281	108992836	ENST00000414070.1	+	BX679664.3
chr1	109011526	109041547	ENST00000530772.5	-	WDR47
chr1	109011545	109042105	ENST00000529074.1	-	WDR47
chr1	109011575	109042102	ENST00000531337.1	-	WDR47
chr1	109013849	109041986	ENST00000528747.1	-	WDR47
chr1	109030066	109030319	ENST00000434429.2	+	BX679664.1
chr1	109046827	109047482	ENST00000427731.2	+	RANP5
chr1	109062485	109075971	ENST00000461096.6	-	TAF13
chr1	109064139	109076003	ENST00000338366.6	-	TAF13
chr1	109087970	109090858	ENST00000608574.1	-	AL356488.3
chr1	109090763	109096934	ENST00000338272.9	+	TMEM167B
chr1	109090772	109096921	ENST00000651489.1	+	TMEM167B
chr1	109090779	109094989	ENST00000479160.1	+	TMEM167B
chr1	109090805	109093776	ENST00000473828.1	+	TMEM167B
chr1	109100192	109100612	ENST00000458748.1	+	SCARNA2
chr1	109100192	109100619	ENST00000602755.1	+	AL356488.2
chr1	109103534	109104766	ENST00000429752.3	-	AL356488.1
chr1	109105950	109112747	ENST00000369948.8	-	C1orf194
chr1	109105950	109113844	ENST00000462402.5	-	C1orf194
chr1	109105950	109113857	ENST00000369949.8	-	C1orf194
chr1	109105954	109112747	ENST00000369945.7	-	C1orf194
chr1	109105954	109112747	ENST00000460065.2	-	C1orf194
chr1	109106050	109113835	ENST00000369942.2	-	C1orf194
chr1	109113678	109162014	ENST00000533147.5	+	ELAPOR1
chr1	109113910	109172013	ENST00000531664.5	+	ELAPOR1
chr1	109113928	109164681	ENST00000534476.5	+	ELAPOR1
chr1	109113962	109164691	ENST00000526264.5	+	ELAPOR1
chr1	109114106	109200782	ENST00000457623.6	+	ELAPOR1
chr1	109114114	109206781	ENST00000369939.8	+	ELAPOR1
chr1	109114154	109203105	ENST00000529753.5	+	ELAPOR1
chr1	109114168	109203231	ENST00000527996.5	+	ELAPOR1
chr1	109114172	109191605	ENST00000490758.6	+	ELAPOR1
chr1	109161605	109164626	ENST00000533374.1	+	ELAPOR1
chr1	109186548	109203231	ENST00000369938.5	+	ELAPOR1
chr1	109187978	109206781	ENST00000369936.2	+	ELAPOR1
chr1	109191371	109192661	ENST00000464345.1	+	ELAPOR1
chr1	109200190	109203123	ENST00000527501.1	+	ELAPOR1
chr1	109213917	109238182	ENST00000234677.7	+	SARS1
chr1	109213931	109215153	ENST00000482384.1	+	SARS1
chr1	109213967	109235431	ENST00000477544.5	+	SARS1
chr1	109213981	109238148	ENST00000369923.4	+	SARS1
chr1	109231157	109235431	ENST00000471705.1	+	SARS1
chr1	109236230	109238169	ENST00000468588.1	+	SARS1
chr1	109249538	109275751	ENST00000271332.4	+	CELSR2
chr1	109265268	109266439	ENST00000459940.1	+	CELSR2
chr1	109269726	109274309	ENST00000489018.1	+	CELSR2
chr1	109270823	109275607	ENST00000498157.1	+	CELSR2
chr1	109279555	109283115	ENST00000369904.7	-	PSRC1
chr1	109279555	109283125	ENST00000409267.5	-	PSRC1
chr1	109279555	109283147	ENST00000369907.7	-	PSRC1
chr1	109279556	109283168	ENST00000369909.6	-	PSRC1
chr1	109279564	109283186	ENST00000409138.6	-	PSRC1
chr1	109279566	109282419	ENST00000492431.1	-	PSRC1
chr1	109279584	109283122	ENST00000369903.6	-	PSRC1
chr1	109280808	109281679	ENST00000474126.2	-	PSRC1
chr1	109280985	109283122	ENST00000429031.5	-	PSRC1
chr1	109281154	109283122	ENST00000418914.2	-	PSRC1
chr1	109281403	109283145	ENST00000459765.1	-	PSRC1
chr1	109281618	109283144	ENST00000471740.1	-	PSRC1
chr1	109292364	109296353	ENST00000489706.5	-	MYBPHL
chr1	109292364	109307011	ENST00000357155.2	-	MYBPHL
chr1	109292514	109306995	ENST00000477962.1	-	MYBPHL
chr1	109309567	109393357	ENST00000538502.5	-	SORT1
chr1	109309574	109397918	ENST00000256637.8	-	SORT1
chr1	109313800	109316927	ENST00000485149.1	-	SORT1
chr1	109326805	109336302	ENST00000466471.1	-	SORT1
chr1	109350946	109389899	ENST00000493736.5	-	SORT1
chr1	109354484	109393357	ENST00000482236.5	-	SORT1
chr1	109355440	109392988	ENST00000633956.1	-	SORT1
chr1	109366782	109369589	ENST00000483508.5	-	SORT1
chr1	109368477	109369589	ENST00000495777.5	-	SORT1
chr1	109369529	109397861	ENST00000471996.1	-	SORT1
chr1	109399041	109426448	ENST00000271308.9	-	PSMA5
chr1	109401849	109426132	ENST00000490870.5	-	PSMA5
chr1	109402012	109426132	ENST00000538610.5	-	PSMA5
chr1	109411869	109412285	ENST00000477897.1	-	PSMA5
chr1	109411952	109426427	ENST00000484563.1	-	PSMA5
chr1	109414808	109415365	ENST00000491287.1	-	PSMA5
chr1	109466545	109482134	ENST00000369872.4	+	SYPL2
chr1	109475241	109476843	ENST00000475497.1	+	SYPL2
chr1	109483478	109492704	ENST00000463678.5	+	ATXN7L2
chr1	109483938	109492734	ENST00000369870.7	+	ATXN7L2
chr1	109485545	109492727	ENST00000497545.5	+	ATXN7L2
chr1	109489339	109490959	ENST00000604728.5	+	ATXN7L2
chr1	109489550	109492804	ENST00000369869.1	+	ATXN7L2
chr1	109491015	109492734	ENST00000459635.1	+	ATXN7L2
chr1	109494051	109496272	ENST00000393709.3	+	CYB561D1
chr1	109494078	109498855	ENST00000496961.5	+	CYB561D1
chr1	109494079	109496555	ENST00000533024.5	+	CYB561D1
chr1	109494093	109500435	ENST00000420578.7	+	CYB561D1
chr1	109494098	109500433	ENST00000310611.8	+	CYB561D1
chr1	109494099	109496459	ENST00000527072.5	+	CYB561D1
chr1	109494104	109502932	ENST00000528785.1	+	CYB561D1
chr1	109494113	109496562	ENST00000369868.7	+	CYB561D1
chr1	109494114	109500440	ENST00000430195.2	+	CYB561D1
chr1	109504177	109509727	ENST00000369864.5	-	AMIGO1
chr1	109507067	109509738	ENST00000369862.1	-	AMIGO1
chr1	109539871	109545833	ENST00000618721.4	+	GPR61
chr1	109539871	109545844	ENST00000404129.6	+	GPR61
chr1	109539871	109547260	ENST00000527748.5	+	GPR61
chr1	109539886	109545833	ENST00000616874.1	+	GPR61
chr1	109539905	109543837	ENST00000526411.1	-	AL355310.3
chr1	109539920	109548406	ENST00000469383.2	+	GPR61
chr1	109539927	109542876	ENST00000533959.1	+	GPR61
chr1	109545310	109547259	ENST00000526744.1	+	GPR61
chr1	109548614	109600195	ENST00000369851.7	+	GNAI3
chr1	109591533	109591640	ENST00000384105.1	-	RNU6V
chr1	109596224	109597781	ENST00000436416.1	+	AL355310.1
chr1	109598892	109598967	ENST00000384976.2	+	MIR197
chr1	109603253	109613084	ENST00000351050.8	-	GNAT2
chr1	109608720	109619929	ENST00000622865.1	-	GNAT2
chr1	109616103	109618324	ENST00000673915.1	+	AMPD2
chr1	109616103	109626198	ENST00000531734.5	+	AMPD2
chr1	109619503	109630406	ENST00000655992.1	+	AMPD2
chr1	109619812	109632053	ENST00000667949.1	+	AMPD2
chr1	109619836	109632051	ENST00000342115.8	+	AMPD2
chr1	109619836	109632051	ENST00000528667.7	+	AMPD2
chr1	109619845	109621111	ENST00000469039.2	+	AMPD2
chr1	109619846	109626798	ENST00000474459.5	+	AMPD2
chr1	109620607	109626349	ENST00000531203.5	+	AMPD2
chr1	109620653	109632051	ENST00000256578.8	+	AMPD2
chr1	109621073	109631541	ENST00000358729.8	+	AMPD2
chr1	109621081	109631697	ENST00000652975.1	+	AMPD2
chr1	109621102	109631698	ENST00000369840.7	+	AMPD2
chr1	109621114	109626458	ENST00000486282.6	+	AMPD2
chr1	109621117	109626195	ENST00000528270.6	+	AMPD2
chr1	109621140	109632029	ENST00000663749.1	+	AMPD2
chr1	109621151	109631646	ENST00000668421.1	+	AMPD2
chr1	109621268	109631676	ENST00000526301.6	+	AMPD2
chr1	109621345	109627251	ENST00000527846.6	+	AMPD2
chr1	109623813	109631217	ENST00000528454.5	+	AMPD2
chr1	109623838	109626417	ENST00000459643.2	+	AMPD2
chr1	109625597	109632049	ENST00000654851.1	+	AMPD2
chr1	109626070	109626912	ENST00000534144.1	+	AMPD2
chr1	109626197	109627165	ENST00000525415.1	+	AMPD2
chr1	109626922	109627855	ENST00000524975.1	+	AMPD2
chr1	109627428	109632035	ENST00000659122.1	+	AMPD2
chr1	109627773	109628535	ENST00000529299.2	+	AMPD2
chr1	109628378	109629692	ENST00000532851.1	+	AMPD2
chr1	109628416	109630305	ENST00000369843.3	-	AL355310.2
chr1	109628533	109629552	ENST00000533132.1	+	AMPD2
chr1	109628713	109629360	ENST00000467071.1	+	AMPD2
chr1	109629092	109631040	ENST00000479919.1	+	AMPD2
chr1	109629209	109631568	ENST00000476688.2	+	AMPD2
chr1	109630637	109631500	ENST00000528958.1	+	AMPD2
chr1	109651369	109652099	ENST00000411964.2	+	RPL7P8
chr1	109656098	109661700	ENST00000369836.9	+	GSTM4
chr1	109656116	109657671	ENST00000464733.5	+	GSTM4
chr1	109656117	109657634	ENST00000461767.5	+	GSTM4
chr1	109656120	109657971	ENST00000479578.5	+	GSTM4
chr1	109656121	109665496	ENST00000326729.9	+	GSTM4
chr1	109656251	109661700	ENST00000495742.5	+	GSTM4
chr1	109656335	109661742	ENST00000369833.5	+	GSTM4
chr1	109656346	109661345	ENST00000485640.5	+	GSTM4
chr1	109656389	109674836	ENST00000336075.6	+	GSTM4
chr1	109656389	109674836	ENST00000638994.1	+	GSTM4
chr1	109656720	109659324	ENST00000478397.5	+	GSTM4
chr1	109658273	109661338	ENST00000493171.5	+	GSTM4
chr1	109658813	109661700	ENST00000493395.1	+	GSTM4
chr1	109668021	109683997	ENST00000442650.5	+	GSTM2
chr1	109668021	109709549	ENST00000369831.6	+	GSTM2
chr1	109668035	109675283	ENST00000369827.7	+	GSTM2
chr1	109668050	109702442	ENST00000460717.7	+	GSTM2
chr1	109668053	109670023	ENST00000464206.5	+	GSTM2
chr1	109668056	109668848	ENST00000481656.2	+	GSTM2
chr1	109668056	109675286	ENST00000241337.9	+	GSTM2
chr1	109668060	109670099	ENST00000476040.6	+	GSTM2
chr1	109668082	109671486	ENST00000467579.7	+	GSTM2
chr1	109668087	109683584	ENST00000414179.6	+	GSTM2
chr1	109668091	109673525	ENST00000369829.2	+	GSTM2
chr1	109668112	109669476	ENST00000568786.1	+	GSTM2
chr1	109669546	109674864	ENST00000472225.6	+	GSTM2
chr1	109670658	109675079	ENST00000496578.3	+	GSTM2
chr1	109687813	109709039	ENST00000490021.2	+	GSTM1
chr1	109687816	109693745	ENST00000309851.10	+	GSTM1
chr1	109687828	109693388	ENST00000369823.6	+	GSTM1
chr1	109687839	109693743	ENST00000349334.7	+	GSTM1
chr1	109687844	109690319	ENST00000476065.6	+	GSTM1
chr1	109687844	109708685	ENST00000483399.6	+	GSTM1
chr1	109687855	109688986	ENST00000490171.1	+	GSTM1
chr1	109687857	109693619	ENST00000369819.2	+	GSTM1
chr1	109693116	109693742	ENST00000562538.1	-	AC000032.1
chr1	109705230	109709551	ENST00000624726.1	+	GSTM2
chr1	109711779	109715240	ENST00000647711.1	+	GSTM5
chr1	109712250	109718268	ENST00000256593.8	+	GSTM5
chr1	109712255	109718261	ENST00000369813.5	+	GSTM5
chr1	109712266	109775428	ENST00000429410.2	+	GSTM5
chr1	109712312	109717426	ENST00000369812.6	+	GSTM5
chr1	109713543	109717838	ENST00000492718.1	+	GSTM5
chr1	109713732	109717731	ENST00000648974.1	+	GSTM5
chr1	109714615	109717631	ENST00000483153.1	+	GSTM5
chr1	109725819	109775252	ENST00000431955.1	+	AL158847.1
chr1	109733931	109740516	ENST00000256594.7	-	GSTM3
chr1	109733936	109741038	ENST00000361066.7	-	GSTM3
chr1	109736929	109740327	ENST00000486823.5	-	GSTM3
chr1	109736974	109738143	ENST00000476321.5	-	GSTM3
chr1	109736975	109740301	ENST00000488824.1	-	GSTM3
chr1	109737364	109740304	ENST00000540225.2	-	GSTM3
chr1	109750079	109763923	ENST00000361965.9	-	EPS8L3
chr1	109750079	109763924	ENST00000361852.8	-	EPS8L3
chr1	109750080	109764027	ENST00000369805.7	-	EPS8L3
chr1	109750355	109751546	ENST00000498743.1	-	EPS8L3
chr1	109751287	109751940	ENST00000489465.1	-	EPS8L3
chr1	109751394	109752074	ENST00000475725.1	-	EPS8L3
chr1	109751532	109763920	ENST00000472325.5	-	EPS8L3
chr1	109751758	109752323	ENST00000482453.1	-	EPS8L3
chr1	109758354	109759591	ENST00000494151.1	-	EPS8L3
chr1	109761223	109763923	ENST00000477568.1	-	EPS8L3
chr1	109810641	109810998	ENST00000432147.2	-	NDUFA5P10
chr1	109828354	109871436	ENST00000453347.1	+	LINC01768
chr1	109884175	109886264	ENST00000415166.1	-	AL450468.1
chr1	109895972	109897861	ENST00000565955.1	+	AL450468.2
chr1	109910241	109921880	ENST00000527192.5	+	CSF1
chr1	109910505	109921913	ENST00000525659.5	+	CSF1
chr1	109910604	109917425	ENST00000357302.8	+	CSF1
chr1	109910848	109930992	ENST00000329608.11	+	CSF1
chr1	109910869	109923599	ENST00000488198.5	+	CSF1
chr1	109910898	109926743	ENST00000369802.7	+	CSF1
chr1	109910907	109929034	ENST00000420111.6	+	CSF1
chr1	109910985	109925198	ENST00000369801.1	+	CSF1
chr1	109915656	109922549	ENST00000526001.1	+	CSF1
chr1	109984764	110023741	ENST00000393614.8	+	AHCYL1
chr1	109984764	110023742	ENST00000369799.10	+	AHCYL1
chr1	109985014	110015531	ENST00000475081.1	+	AHCYL1
chr1	110004130	110022389	ENST00000359172.3	+	AHCYL1
chr1	110017494	110022045	ENST00000481423.1	+	AHCYL1
chr1	110018431	110019090	ENST00000469401.1	+	AHCYL1
chr1	110031576	110054639	ENST00000369796.5	+	STRIP1
chr1	110034623	110054641	ENST00000369795.8	+	STRIP1
chr1	110034625	110038244	ENST00000489059.1	+	STRIP1
chr1	110034631	110054641	ENST00000485775.5	+	STRIP1
chr1	110039093	110039717	ENST00000540970.1	+	STRIP1
chr1	110041170	110074641	ENST00000473429.5	+	STRIP1
chr1	110042873	110046744	ENST00000535003.5	+	STRIP1
chr1	110043711	110045497	ENST00000539541.1	+	STRIP1
chr1	110047572	110048304	ENST00000461054.1	+	STRIP1
chr1	110058339	110062555	ENST00000554749.1	+	AL160006.1
chr1	110059869	110070672	ENST00000647563.2	-	ALX3
chr1	110060396	110064924	ENST00000649954.1	-	ALX3
chr1	110082687	110109719	ENST00000554808.1	+	LINC01397
chr1	110112442	110113947	ENST00000334179.5	+	UBL4B
chr1	110150493	110202202	ENST00000331565.5	+	SLC6A17
chr1	110165947	110168851	ENST00000430098.2	-	SLC6A17-AS1
chr1	110166806	110172489	ENST00000443008.1	-	SLC6A17-AS1
chr1	110167080	110168220	ENST00000418579.1	-	SLC6A17-AS1
chr1	110177642	110178719	ENST00000440688.1	-	AL355990.1
chr1	110192567	110194988	ENST00000465159.1	+	SLC6A17
chr1	110208833	110209987	ENST00000455967.1	-	LINC02586
chr1	110210313	110234044	ENST00000438661.3	+	KCNC4
chr1	110211342	110224083	ENST00000489935.1	+	KCNC4
chr1	110211342	110234044	ENST00000469655.5	+	KCNC4
chr1	110211472	110249124	ENST00000369787.7	+	KCNC4
chr1	110211491	110234039	ENST00000413138.7	+	KCNC4
chr1	110212147	110283100	ENST00000412512.2	+	KCNC4
chr1	110219715	110234044	ENST00000459877.1	+	KCNC4
chr1	110223829	110229151	ENST00000636402.1	+	KCNC4
chr1	110256753	110256930	ENST00000634283.1	+	AL137790.2
chr1	110272483	110272607	ENST00000363666.1	+	AL137790.1
chr1	110286374	110339171	ENST00000449169.1	-	RBM15-AS1
chr1	110338505	110346673	ENST00000652747.1	+	RBM15
chr1	110338505	110346681	ENST00000369784.8	+	RBM15
chr1	110339322	110342690	ENST00000602849.1	+	RBM15
chr1	110339322	110346673	ENST00000487146.8	+	RBM15
chr1	110339322	110346681	ENST00000618772.4	+	RBM15
chr1	110339421	110346633	ENST00000650953.2	+	RBM15
chr1	110339424	110342690	ENST00000652342.2	+	RBM15
chr1	110339424	110346677	ENST00000654015.1	+	RBM15
chr1	110339465	110346677	ENST00000617047.1	+	RBM15
chr1	110347115	110418362	ENST00000626572.2	+	LAMTOR5-AS1
chr1	110362850	110391082	ENST00000437429.6	-	SLC16A4
chr1	110362850	110391082	ENST00000541986.5	-	SLC16A4
chr1	110362856	110391026	ENST00000369779.9	-	SLC16A4
chr1	110362859	110391026	ENST00000472422.6	-	SLC16A4
chr1	110362859	110391048	ENST00000369781.8	-	SLC16A4
chr1	110362859	110391061	ENST00000461647.6	-	SLC16A4
chr1	110363625	110391047	ENST00000528649.5	-	SLC16A4
chr1	110363761	110391048	ENST00000492412.2	-	SLC16A4
chr1	110370153	110373003	ENST00000609909.1	+	AL355488.1
chr1	110375035	110379183	ENST00000467986.2	-	SLC16A4
chr1	110378943	110391022	ENST00000497687.1	-	SLC16A4
chr1	110382818	110418362	ENST00000590413.5	+	LAMTOR5-AS1
chr1	110401248	110407668	ENST00000483260.5	-	LAMTOR5
chr1	110401248	110407671	ENST00000474861.6	-	LAMTOR5
chr1	110401248	110407694	ENST00000464240.1	-	LAMTOR5
chr1	110401252	110407694	ENST00000602318.6	-	LAMTOR5
chr1	110401252	110407942	ENST00000256644.8	-	LAMTOR5
chr1	110401256	110406425	ENST00000602858.5	-	LAMTOR5
chr1	110403608	110407664	ENST00000531779.1	-	LAMTOR5
chr1	110407524	110408877	ENST00000662452.1	+	LAMTOR5-AS1
chr1	110407524	110416274	ENST00000457535.5	+	LAMTOR5-AS1
chr1	110407627	110416089	ENST00000625451.2	+	LAMTOR5-AS1
chr1	110407775	110426774	ENST00000585330.6	+	LAMTOR5-AS1
chr1	110407783	110413523	ENST00000608067.6	+	LAMTOR5-AS1
chr1	110407783	110432340	ENST00000659565.1	+	LAMTOR5-AS1
chr1	110407804	110416274	ENST00000609512.6	+	LAMTOR5-AS1
chr1	110407808	110432308	ENST00000609244.6	+	LAMTOR5-AS1
chr1	110407819	110418313	ENST00000608486.5	+	LAMTOR5-AS1
chr1	110407824	110418362	ENST00000598454.5	+	LAMTOR5-AS1
chr1	110407827	110418314	ENST00000609709.5	+	LAMTOR5-AS1
chr1	110407828	110418307	ENST00000610148.5	+	LAMTOR5-AS1
chr1	110407832	110432341	ENST00000608253.2	+	LAMTOR5-AS1
chr1	110407839	110412498	ENST00000587691.1	+	LAMTOR5-AS1
chr1	110407847	110418314	ENST00000622324.4	+	LAMTOR5-AS1
chr1	110407849	110418314	ENST00000608499.5	+	LAMTOR5-AS1
chr1	110407862	110418673	ENST00000626643.3	+	LAMTOR5-AS1
chr1	110407917	110418362	ENST00000630179.2	+	LAMTOR5-AS1
chr1	110408135	110418314	ENST00000612551.4	+	LAMTOR5-AS1
chr1	110408652	110418312	ENST00000608602.5	+	LAMTOR5-AS1
chr1	110408969	110416272	ENST00000590826.3	+	LAMTOR5-AS1
chr1	110411019	110418356	ENST00000631307.2	+	LAMTOR5-AS1
chr1	110412014	110416186	ENST00000609653.5	+	LAMTOR5-AS1
chr1	110412934	110418274	ENST00000608111.1	+	LAMTOR5-AS1
chr1	110412941	110418293	ENST00000609245.5	+	LAMTOR5-AS1
chr1	110412955	110416186	ENST00000608152.1	+	LAMTOR5-AS1
chr1	110412969	110418313	ENST00000608719.5	+	LAMTOR5-AS1
chr1	110412992	110422024	ENST00000444238.6	+	LAMTOR5-AS1
chr1	110413030	110418311	ENST00000608635.5	+	LAMTOR5-AS1
chr1	110413848	110418303	ENST00000608077.1	+	LAMTOR5-AS1
chr1	110415609	110418362	ENST00000631010.1	+	LAMTOR5-AS1
chr1	110416062	110423526	ENST00000616223.4	+	LAMTOR5-AS1
chr1	110416062	110425785	ENST00000599202.5	+	LAMTOR5-AS1
chr1	110416062	110425999	ENST00000598158.5	+	LAMTOR5-AS1
chr1	110416062	110426192	ENST00000630508.2	+	LAMTOR5-AS1
chr1	110416062	110431706	ENST00000596890.3	+	LAMTOR5-AS1
chr1	110416070	110443778	ENST00000626531.1	+	LAMTOR5-AS1
chr1	110416090	110425438	ENST00000630455.2	+	LAMTOR5-AS1
chr1	110416090	110431906	ENST00000627648.2	+	LAMTOR5-AS1
chr1	110416090	110432246	ENST00000627735.2	+	LAMTOR5-AS1
chr1	110416090	110437745	ENST00000625992.2	+	LAMTOR5-AS1
chr1	110416091	110421638	ENST00000628225.2	+	LAMTOR5-AS1
chr1	110416094	110423878	ENST00000629288.2	+	LAMTOR5-AS1
chr1	110416126	110432360	ENST00000585433.6	+	LAMTOR5-AS1
chr1	110416154	110443111	ENST00000630298.2	+	LAMTOR5-AS1
chr1	110417488	110426085	ENST00000598350.3	+	LAMTOR5-AS1
chr1	110417499	110437621	ENST00000629484.1	+	LAMTOR5-AS1
chr1	110417578	110437632	ENST00000630488.1	+	LAMTOR5-AS1
chr1	110418276	110430482	ENST00000626261.1	+	LAMTOR5-AS1
chr1	110425970	110426775	ENST00000597455.2	+	LAMTOR5-AS1
chr1	110442763	110443817	ENST00000625584.1	+	LAMTOR5-AS1
chr1	110451148	110457358	ENST00000271331.4	+	PROK1
